Ticker,name,sector,opening,closing,high,low
VRSK,Verisk Analytics,Industrials,"[['2021-08-02', 189.99]]","[['2021-08-02', 190.0]]","[['2021-08-02', 191.55]]","[['2021-08-02', 189.23]]"
VZ,Verizon Communications,Communication Services,"[['2021-08-02', 56.06]]","[['2021-08-02', 55.76]]","[['2021-08-02', 56.255]]","[['2021-08-02', 55.68]]"
VRTX,Vertex Pharmaceuticals Inc,Health Care,"[['2021-08-02', 200.65]]","[['2021-08-02', 198.32]]","[['2021-08-02', 201.27]]","[['2021-08-02', 197.45]]"
VFC,VF Corporation,Consumer Discretionary,"[['2021-08-02', 81.21]]","[['2021-08-02', 81.83]]","[['2021-08-02', 82.66]]","[['2021-08-02', 80.8382]]"
VIAC,ViacomCBS,Communication Services,"[['2021-08-02', 41.1624]]","[['2021-08-02', 40.84]]","[['2021-08-02', 41.665]]","[['2021-08-02', 40.715]]"
VTRS,Viatris,Health Care,"[['2021-08-02', 14.13]]","[['2021-08-02', 14.23]]","[['2021-08-02', 14.37]]","[['2021-08-02', 14.0823]]"
V,Visa Inc.,Information Technology,"[['2021-08-02', 246.24]]","[['2021-08-02', 239.78]]","[['2021-08-02', 247.83]]","[['2021-08-02', 238.37]]"
VNO,Vornado Realty Trust,Real Estate,"[['2021-08-02', 43.73]]","[['2021-08-02', 43.3]]","[['2021-08-02', 44.69]]","[['2021-08-02', 43.2]]"
VMC,Vulcan Materials,Materials,"[['2021-08-02', 181.1]]","[['2021-08-02', 179.58]]","[['2021-08-02', 183.38]]","[['2021-08-02', 179.43]]"
WRB,W. R. Berkley Corporation,Financials,"[['2021-08-02', 73.52]]","[['2021-08-02', 72.83]]","[['2021-08-02', 73.875]]","[['2021-08-02', 72.76]]"
WAB,Westinghouse Air Brake Technologies Corp,Industrials,"[['2021-08-02', 85.73]]","[['2021-08-02', 83.58]]","[['2021-08-02', 87.31]]","[['2021-08-02', 83.4]]"
WMT,Walmart,Consumer Staples,"[['2021-08-02', 142.83]]","[['2021-08-02', 142.22]]","[['2021-08-02', 142.87]]","[['2021-08-02', 141.67]]"
WBA,Walgreens Boots Alliance,Consumer Staples,"[['2021-08-02', 47.4228]]","[['2021-08-02', 46.83]]","[['2021-08-02', 47.77]]","[['2021-08-02', 46.78]]"
DIS,The Walt Disney Company,Communication Services,"[['2021-08-02', 177.22]]","[['2021-08-02', 175.55]]","[['2021-08-02', 178.82]]","[['2021-08-02', 175.31]]"
WM,Waste Management Inc.,Industrials,"[['2021-08-02', 148.7]]","[['2021-08-02', 147.27]]","[['2021-08-02', 149.15]]","[['2021-08-02', 146.61]]"
WAT,Waters Corporation,Health Care,"[['2021-08-02', 390.88]]","[['2021-08-02', 388.85]]","[['2021-08-02', 393.12]]","[['2021-08-02', 382.9]]"
WEC,WEC Energy Group,Utilities,"[['2021-08-02', 94.08]]","[['2021-08-02', 94.7]]","[['2021-08-02', 95.29]]","[['2021-08-02', 93.91]]"
WFC,Wells Fargo,Financials,"[['2021-08-02', 46.04]]","[['2021-08-02', 45.79]]","[['2021-08-02', 46.81]]","[['2021-08-02', 45.57]]"
WELL,Welltower Inc.,Real Estate,"[['2021-08-02', 87.38]]","[['2021-08-02', 86.27]]","[['2021-08-02', 89.18]]","[['2021-08-02', 86.18]]"
WST,West Pharmaceutical Services,Health Care,"[['2021-08-02', 412.34]]","[['2021-08-02', 415.23]]","[['2021-08-02', 416.74]]","[['2021-08-02', 404.4]]"
WDC,Western Digital,Information Technology,"[['2021-08-02', 65.61]]","[['2021-08-02', 64.69]]","[['2021-08-02', 66.77]]","[['2021-08-02', 64.565]]"
WU,Western Union Co,Information Technology,"[['2021-08-02', 23.28]]","[['2021-08-02', 22.79]]","[['2021-08-02', 23.48]]","[['2021-08-02', 22.725]]"
WRK,WestRock,Materials,"[['2021-08-02', 49.39]]","[['2021-08-02', 48.63]]","[['2021-08-02', 50.23]]","[['2021-08-02', 48.595]]"
WY,Weyerhaeuser,Real Estate,"[['2021-08-02', 33.74]]","[['2021-08-02', 34.22]]","[['2021-08-02', 34.58]]","[['2021-08-02', 33.72]]"
WHR,Whirlpool Corp.,Consumer Discretionary,"[['2021-08-02', 223.26]]","[['2021-08-02', 221.56]]","[['2021-08-02', 225.66]]","[['2021-08-02', 221.17]]"
WMB,Williams Companies,Energy,"[['2021-08-02', 25.05]]","[['2021-08-02', 24.94]]","[['2021-08-02', 25.525]]","[['2021-08-02', 24.84]]"
WLTW,Willis Towers Watson,Financials,"[['2021-08-02', 207.9]]","[['2021-08-02', 203.96]]","[['2021-08-02', 208.41]]","[['2021-08-02', 203.025]]"
WYNN,Wynn Resorts Ltd,Consumer Discretionary,"[['2021-08-02', 100.0]]","[['2021-08-02', 98.37]]","[['2021-08-02', 101.9]]","[['2021-08-02', 98.155]]"
XEL,Xcel Energy Inc,Utilities,"[['2021-08-02', 68.36]]","[['2021-08-02', 68.56]]","[['2021-08-02', 68.93]]","[['2021-08-02', 67.925]]"
XLNX,Xilinx,Information Technology,"[['2021-08-02', 150.0]]","[['2021-08-02', 148.98]]","[['2021-08-02', 152.5]]","[['2021-08-02', 146.245]]"
XYL,Xylem Inc.,Industrials,"[['2021-08-02', 126.67]]","[['2021-08-02', 125.64]]","[['2021-08-02', 127.84]]","[['2021-08-02', 125.47]]"
YUM,Yum! Brands Inc,Consumer Discretionary,"[['2021-08-02', 132.09]]","[['2021-08-02', 132.39]]","[['2021-08-02', 133.335]]","[['2021-08-02', 131.69]]"
ZBRA,Zebra Technologies,Information Technology,"[['2021-08-02', 555.0]]","[['2021-08-02', 550.97]]","[['2021-08-02', 558.678]]","[['2021-08-02', 548.84]]"
ZBH,Zimmer Biomet,Health Care,"[['2021-08-02', 164.08]]","[['2021-08-02', 163.01]]","[['2021-08-02', 165.395]]","[['2021-08-02', 162.78]]"
ZION,Zions Bancorp,Financials,"[['2021-08-02', 52.3524]]","[['2021-08-02', 51.63]]","[['2021-08-02', 53.94]]","[['2021-08-02', 51.58]]"
ZTS,Zoetis,Health Care,"[['2021-08-02', 203.48]]","[['2021-08-02', 202.11]]","[['2021-08-02', 204.405]]","[['2021-08-02', 201.3401]]"
